30075445, Morris Park Bake Shop, 1007, -73.856077, 40.848447, Morris Park Ave, 10462, Bronx, Bakery
50012509, Juice Press, 83, -74.0109331, 40.7148631, Murray Street, 10007, Manhattan, Juice
50012518, Red Star Sandwich Shop, 176, -73.9913632, 40.6857507, Smith Street, 11201, Brooklyn, Asian
50012523, Capelli'S Cafe, 10711, -73.8614383, 40.7578709, Northern Boulevard, 11368, Queens, Other
50012527, Uglyducking, 166, -73.99130199999999, 40.686023, Smith Street, 11201, Brooklyn, American
50012528, Jamaican Flavors, 224-09, -73.7510586, 40.6697589, 141 Avenue, 11413, Queens, Caribbean
50012530, Spirited, 638, -73.9684458, 40.6792768, Bergen Street, 11238, Brooklyn, Bakery
50012532, Krush, 2, -73.9862038, 40.747189, West   32 Street, 10001, Manhattan, American
50012543, Wendy'S, 420, -74.02797799999999, 40.622223, 86 Street, 11209, Brooklyn, American
50012545, Wendy'S, 938, -73.98338249999999, 40.7656047, 8 Avenue, 10019, Manhattan, Hamburgers
50012550, Wendy'S, 714, -73.9734394, 40.75262559999999, 3 Avenue, 10017, Manhattan, American
50012551, Wendy'S, 1601, -73.9281163, 40.6336165, Utica Avenue, 11234, Brooklyn, American
50012552, Wendy'S, , -73.77813909999999, 40.6413111, Jfk Airport, 11430, Queens, Hamburgers
50012554, Wah Fung, 21-75, -73.90550329999999, 40.7729736, Steinway Street, 11105, Queens, Chinese
50012561, Sticky'S Finger Joint, 484, -73.9788811, 40.7450456, 3 Avenue, 10016, Manhattan, Chicken
50012567, Subway, 1502, -73.931637, 40.8517706, Saint Nicholas Avenue, 10033, Manhattan, Sandwiches/Salads/Mixed
50012569, Casa Mexicana, 898, -73.9670733, 40.7989195, Amsterdam Avenue, 10025, Manhattan, Mexican
50012571, L&M Sandwichshop, Llc, 9418, -73.9096794, 40.6485456, Avenue D, 11236, Brooklyn, Other
50012576, Red Apple Frozen Yogurt, 57-05, -73.8260936, 40.7462192, Main Street, 11355, Queens, Juice
50012578, La Pequena Colombia, 83-27, -73.8822776, 40.7480575, Roosevelt Avenue, 11372, Queens, Spanish
50012579, Fastway Restaurant, 4917, -73.9308623, 40.6517091, Church Avenue, 11203, Brooklyn, Pizza
50012582, Willie O'S, 3118, -73.92483849999999, 40.7614524, Broadway, 11106, Queens, Latin
50012584, Atrium, 205, -73.9724398, 40.75269369999999, East   45 Street, 10017, Manhattan, American
50012597, Jade Garden, 96-27, -73.8396021, 40.6742194, Linden Boulevard, 11417, Queens, Chinese
50012601, Studio 151, 151, -73.978049, 40.725657, Avenue C, 10009, Manhattan, Other
50012606, 18 Stars Kitchen, 8515, -74.00215399999999, 40.60736199999999, 18 Avenue, 11214, Brooklyn, Chinese
50012613, Park Hyatt New York, 153, -73.97895700000001, 40.765386, West 57 Street, 10019, Manhattan, American
50012615, Park Hyatt New York, 153, -73.97895700000001, 40.765386, West 57 Street, 10019, Manhattan, American
50012618, Park Hyatt New York, 153, -73.97895700000001, 40.765386, West 57 Street, 10019, Manhattan, American
50012621, Joey Pepperonis Pizza, 166-14, -73.7933853, 40.705905, Jamaica Avenue, 11432, Queens, Pizza
50012623, Slick Willie, 179, -73.94932399999999, 40.728435, Meserole Avenue, 11222, Brooklyn, American
50012625, Roosters Piri Piri, 2047, -74.12961450000002, 40.6393033, Richmond Terrace, 10302, Staten, American
50012632, Green Lite Lounge Llc, 4315, -73.9354828, 40.6370477, Farragut Road, 11203, Brooklyn, Caribbean
50012634, Caffebene, 12, -73.9902819, 40.7415807, West   23 Street, 10010, Manhattan, Caf\u00e9/Coffee/Tea
50012639, Chopstick Asian Cuisine, 91-28, -73.8725573, 40.7422828, Corona Avenue, 11373, Queens, Asian
50012641, 1081 Fulton, 1081, -73.95834909999999, 40.6818945, Fulton Street, 11238, Brooklyn, American
50012644, Paesthetics Llc, 599603, -73.938705, 40.707015, Bushwick Ave, 11206, Brooklyn, Other
50012647, Kennedy Fried Chicken & Pizza, 194, -73.911171, 40.676599, Rockaway Avenue, 11233, Brooklyn, Chicken
50012648, Akal Bakery Inc, 60-10, -73.8151426, 40.7397295, Kissena Boulevard, 11355, Queens, Other
50012650, Los Poblanos Restaurant, 4312, -74.011138, 40.65154, 3 Avenue, 11232, Brooklyn, Spanish
50012652, Subway, 25919, -73.7124888, 40.7470879, Union Tpke, 11004, Queens, Sandwiches
50012654, Minamoto Kitchoan, 509, -73.9741264, 40.7593608, Madison Avenue, 10022, Manhattan, Japanese
50012658, Steak & Sizzle, 4011, -73.9871199, 40.639793, 13 Avenue, 11218, Brooklyn, Jewish/Kosher
50012659, Planet Smoothie, 2, -73.992255, 40.749712, Penn Plaza, 10001, Manhattan, Juice
50012674, Ethos, 167, -73.98225099999999, 40.728284, Avenue A, 10009, Manhattan, Mediterranean
50012675, Fika, 566, -73.99574659999999, 40.7592387, 10 Avenue, 10036, Manhattan, Other
50012677, Local Liquids Juice Bar, 209, -73.837525, 40.5800079, Beach  116 Street, 11694, Queens, Juice
50012680, Parc Roof Bar Llc, 39-16, -73.8454983, 40.772841, College Point Boulevard, 11354, Queens, Other
50012687, Blended-Up Juice, Smoothies & Salad Bar, Corp, 1805, -73.86610019999999, 40.8319634, Westchester Avenue, 10472, Bronx, Juice
50012688, Slice Pizza, 2224, -73.936144, 40.841475, Amsterdam Avenue, 10032, Manhattan, Pizza
50012690, A Spice Lane, 216, -73.98534699999999, 40.736252, 3 Avenue, 10003, Manhattan, Indian
50012691, Yo Sweets, 756, -73.9379462, 40.85067, West  181 Street, 10033, Manhattan, Ice
50012694, Sarku Japan, 200, -73.8289779, 40.8665658, Baychester Avenue, 10475, Bronx, Japanese
50012697, Sunberi Yogurt, 35-04, -73.918145, 40.765087, 30 Avenue, 11103, Queens, Ice
50012702, Tum & Yum, 917, -73.96322880000001, 40.7983818, Columbus Avenue, 10025, Manhattan, Other
50012705, Hillside Dosa  Hutt, 258-15, -73.70964719999999, 40.73725719999999, Hillside Avenue, 11004, Queens, Vegetarian
50012708, Pizzeria Di Mola, 176, -73.97834, 40.610586, Avenue O, 11204, Brooklyn, Pizza
50012710, Gaeul, 35-22, -73.81419679999999, 40.7656898, 150 Place, 11354, Queens, Korean
50012722, 8 Paet Rio, 8110, -73.88144419999999, 40.742168, Broadway, 11373, Queens, Thai
50012723, Starbucks, 239, -74.0025902, 40.7307011, Bleecker Street, 10014, Manhattan, Caf\u00e9/Coffee/Tea
50012724, Teavana#22632, 1077, -73.9643664, 40.76424129999999, 3 Avenue, 10065, Manhattan, Caf\u00e9/Coffee/Tea
50012725, United Airlines Red Carpet Club, , -73.77813909999999, 40.6413111, Jfk Airport, 11430, Queens, American
50012730, Campo Bello Restaurant 2, 9128, -74.029338, 40.618061, 5 Avenue, 11209, Brooklyn, Spanish
50012736, Club Vibe Bar And Cafe, 143-06, -73.809342, 40.692054, Liberty Avenue, 11435, Queens, Other
50012740, Egg Shop, 151, -73.995342, 40.7204284, Elizabeth Street, 10012, Manhattan, American
50012742, Limpia Deli Subs Grocery, 2467, -73.89311, 40.8604356, Webster Ave, 10458, Bronx, American
50012743, Agra King Restaurant, 1961, -73.935937, 40.622162, Flatbush Avenue, 11234, Brooklyn, Indian
50012744, Chatime, 81-21, -73.883167, 40.7431231, Broadway, 11373, Queens, Caf\u00e9/Coffee/Tea
50012746, Burger Time, 1080, -73.853415, 40.8490589, Morris Park Avenue, 10461, Bronx, Hamburgers
50012749, Lutzina Bar & Lounge, 2031, -74.0005309, 40.6007616, Bath Ave, 11214, Brooklyn, American
50012760, Ed'S Lobster Bar, 52, -74.00702, 40.739143, Gansevoort St, 10014, Manhattan, Other
50012763, Cherry Izakaya, 138, -73.95804919999999, 40.7188652, North    8 Street, 11249, Brooklyn, Japanese
50012767, Yemen Restaurant, 6726, -74.0206484, 40.6348987, 5Th Ave, 11220, Brooklyn, Middle
50012783, Chase Taste Buffet, 149-21, -73.804928, 40.70221000000001, Jamaica Avenue, 11435, Queens, Chinese
50012784, Wingstop, 1270, -73.9500101, 40.6801956, Fulton St, 11216, Brooklyn, Chicken
50012785, Mike'S Bistro, 127, -73.9710257, 40.7594553, East   54 Street, 10022, Manhattan, Jewish/Kosher
50012789, Dunkin Donuts, 51-09, -73.90836999999999, 40.754249, Broadway, 11377, Queens, Donuts
50012790, Love Sandwiches, 319, -73.9937933, 40.7534117, West 35 Street, 10001, Manhattan, American
50012794, Filomena'S Pizza And Restaurant, 134, -73.80526189999999, 40.8118209, Pennyfield Avenue, 10465, Bronx, Pizza/Italian
50012795, Planet Wings, 8612, -74.02672559999999, 40.6212885, 5 Avenue, 11209, Brooklyn, American
50012798, Loja'S Pizza Corp., 190, -73.9171654, 40.8341484, East  167 Street, 10456, Bronx, Pizza/Italian
50012807, Luca Luca, 283, -73.95102399999999, 40.68897399999999, Nostrand Avenue, 11216, Brooklyn, Mexican
50012808, Calle Dao, 38, -73.984223, 40.75215499999999, West   39 Street, 10018, Manhattan, Latin
50012812, Panda Express #2634, 90-15, -73.8706606, 40.7342757, Queens Boulevard, 11373, Queens, Other
50012822, Fkng Corp, 7102, -73.8154844, 40.7295018, Kissena Boulevard, 11367, Queens, Other
50012829, The Cantine, 232, -73.987844, 40.6747512, 3 Street, 11215, Brooklyn, Caf\u00e9/Coffee/Tea
50012832, National Diner, 135, -73.842029, 40.840629, Westchester Square, 10461, Bronx, American
50012833, Lupita'S Mexican Food, 2366, -73.8984828, 40.8590316, Grand Concourse, 10458, Bronx, Tex-Mex
50012834, Crimson & Rye, 198, -73.9689637, 40.7583248, E 54Th St, 10022, Manhattan, American
50012840, Mr. Wonton, 78-05, -73.8639709, 40.6919993, Jamaica Avenue, 11421, Queens, Chinese
50012841, Littleneck Outpost, 128, -73.957227, 40.729301, Franklin Street, 11222, Brooklyn, American
50012845, Pizza Cucina Of Ridgewood, 207, -73.89496919999999, 40.6927792, Cypress Avenue, 11385, Queens, Pizza
50012851, Urbo, 11, -73.9896843, 40.7565374, Times Square, 10036, Manhattan, American
50012852, Urbo, 11, -73.9896843, 40.7565374, Times Square, 10036, Manhattan, American
50012853, Urbo, 11, -73.9896843, 40.7565374, Times Square, 10036, Manhattan, American
50012857, Sushi Mambo, 431, -73.92027999999999, 40.8611656, West 202 Street, 10034, Manhattan, Other
50012863, Dunkin Donuts, 2035, -73.82946849999999, 40.8698014, Bartow Avenue, 10475, Bronx, Donuts
50012867, Chillz Restaurant, 4744, -73.849358, 40.904551, White Plains Road, 10470, Bronx, Caribbean
50012869, Papa Gyro, 312, -73.9754935, 40.6356025, Ditmas Avenue, 11218, Brooklyn, Turkish
50012871, Tacos Al Suadero, 39-04, -73.863248, 40.750437, 103 Street, 11368, Queens, Mexican
50012875, There Should Always Be Cake, 2465, -73.851095, 40.84294, East Tremont Avenue, 10461, Bronx, Bakery
50012880, Brooklyn Chocolate House, 105A, -73.961873, 40.7168652, North    3 Street, 11249, Brooklyn, Caf\u00e9/Coffee/Tea
50012887, Danny'S Restaurant Inc, 340, -73.91703799999999, 40.695485, Wilson Avenue, 11221, Brooklyn, Other
50012896, Savoia, 277, -73.9931802, 40.6824584, Smith Street, 11231, Brooklyn, Italian
50012902, Ming Liang Kitchen, 236, -73.8765052, 40.8798749, East Gun Hill Road, 10467, Bronx, Chinese
50012904, Chapter One, 33, -74.000451, 40.7349856, Greenwich Avenue, 10014, Manhattan, American
50012919, Ital Fusion 2 Inc., 2085, -73.947529, 40.634671, Nostrand Avenue, 11210, Brooklyn, Other
50012922, Taiwanese Restaurant, 84-02, -73.87877189999999, 40.7398374, Broadway, 11373, Queens, Asian
50012934, Dig Inn Seasonal Market, 80, -74.011963, 40.7042826, Broad St, 10004, Manhattan, American
50012936, El Ay Si, 47-38, -73.953825, 40.744456, Vernon Boulevard, 11101, Queens, Spanish
50012942, Joos, 37-12, -73.8311982, 40.7610882, Main Street, 11354, Queens, Juice
50012945, Haagen Dazs, 6506, -74.165466, 40.5825753, Staten Island Mall, 10314, Staten, American
50012946, Wenzhou Cuisine, 121-17, -73.8460288, 40.7850217, 14 Road, 11356, Queens, Chinese
50012961, 68 Deli Canal Store, 97, -73.9939157, 40.7154794, Canal Street, 10002, Manhattan, Chinese
50012963, Starbucks Coffee, 30-18, -73.918519, 40.769919, Astoria Boulevard, 11102, Queens, Caf\u00e9/Coffee/Tea
50012966, Smoothie Creation Inc, 283, -73.8939786, 40.8633899, East Kingsbridge Road, 10458, Bronx, Other
50012974, Romeo'S Pizzeria, 34, -74.17808459999999, 40.5415699, Jefferson Blvd, 10312, Staten, Pizza/Italian
50012977, Eat Express, 1524, -73.846121, 40.783534, Colg Point Blvd, 11356, Queens, American
50012978, Long Cheng Food, 59-08, -73.8150785, 40.7404919, Kissena Boulevard, 11355, Queens, Chinese
50012981, Bistro 53 Llc, 314, -73.9849553, 40.76416340000001, West   53 Street, 10019, Manhattan, Other
50012988, Roast Kitchen, 423, -73.9760672, 40.7568029, Madison Avenue, 10017, Manhattan, Other
50012993, Bank Of Nova Scotia Cafe, 250, -74.01556699999999, 40.7141115, Vesey Street, 10281, Manhattan, American
50012995, Great Burrito, 100, -73.99321619999999, 40.74284859999999, West   23 Street, 10011, Manhattan, Mexican
50012997, Quynh'S Vietnamese Sandwiches, 99, -74.0077594, 40.7104929, Nassau Street, 10038, Manhattan, Asian
50013000, Joey Pepperoni, 493, -73.979044, 40.7409899, 2 Avenue, 10016, Manhattan, Pizza
50013002, Joey Pepperoni, 381, -74.0032061, 40.7182583, Broadway, 10013, Manhattan, Pizza
50013003, Kilo Bravo, 180, -73.95544939999999, 40.718903, North   10 Street, 11211, Brooklyn, Other
50013007, Tbaar, 1578, -73.9110792, 40.7006141, Gates Avenue, 11385, Queens, Juice
50013014, Be Juice, 93, -73.9876029, 40.732144, 3 Avenue, 10003, Manhattan, Juice
50013016, Delish Kitchen, 2875, -73.9758599, 40.5777913, West    8 Street, 11224, Brooklyn, American
50013019, Starbucks, 405, -73.95164, 40.712559, Union Avenue, 11211, Brooklyn, Caf\u00e9/Coffee/Tea
50013021, Troy, 2271, -74.105261, 40.575461, Hylan Boulevard, 10306, Staten, Eastern
50013024, Latte Art, 15, -74.01209399999999, 40.704208, Stone Street, 10004, Manhattan, Caf\u00e9/Coffee/Tea
50013026, Chipotle Mexican Grill # 2135, 1020, -73.966196, 40.7626599, 3 Avenue, 10065, Manhattan, Tex-Mex
50013027, Red Moon, 132, -73.984212, 40.757148, West   45 Street, 10036, Manhattan, Japanese
50013031, Coffeed, 4-09, -73.9582209, 40.7456053, 47 Road, 11101, Queens, Other
50013034, Tost Cafe, 4462, -73.94764099999999, 40.747986, 21St St, 11101, Queens, American
50013048, The Harold, 1271, -73.98844129999999, 40.7482511, Broadway, 10001, Manhattan, American
50013049, Soho Catering & Coffee, 32-02, -73.8320766, 40.7671812, Linden Place, 11354, Queens, Chinese
50013051, Eggwell, 5323, -74.0080916, 40.6403208, 7Th Ave, 11220, Brooklyn, Caf\u00e9/Coffee/Tea
50013059, 203 Lena Inc, 416, -73.9199012, 40.8614431, West  203 Street, 10034, Manhattan, Other
50013061, Waldorf Astoria, 301, -73.973642, 40.756571, Park Avenue, 10022, Manhattan, American
50013062, Chicken Ranch, 315, -73.932371, 40.8484482, Audubon Avenue, 10033, Manhattan, Chicken
50013076, Waldorf Astoria, 301, -73.973642, 40.756571, Park Avenue, 10022, Manhattan, American
50013083, Us Kennedy Fried Chicken, 3827, -73.901622, 40.838107, 3 Avenue, 10457, Bronx, Chicken
50013086, Pollo D' Oro, 306, -73.9835069, 40.695024, Gold Street, 11201, Brooklyn, Spanish
50013089, Bambino Pizza Ii, 80-01, -73.868107, 40.703187, Myrtle Avenue, 11385, Queens, Pizza
50013093, Crepes & Delices, 124, -73.97990500000002, 40.7775589, W 72Nd St, 10023, Manhattan, Caf\u00e9/Coffee/Tea
50013095, The Gilroy, 1561, -73.95425399999999, 40.77487, 2Nd Ave, 10028, Manhattan, American
50013096, Morrito'S Cafe, 4005, -73.98683609999999, 40.6398592, 13 Avenue, 11218, Brooklyn, Latin
50013098, Dou Jia Fu Restaurant, 4418, -73.8224845, 40.7534231, Kissena Blvd, 11355, Queens, Chinese
50013099, Verona Pizza, 2515, -73.8652819, 40.8637789, Boston Road, 10467, Bronx, Pizza/Italian
50013111, Roomr, 17, -73.993614, 40.7026421, Old Fulton Street, 11201, Brooklyn, Caf\u00e9/Coffee/Tea
50013120, Kung Fu Tea, 40, -73.9859541, 40.6895316, Hoyt Street, 11201, Brooklyn, Other
50013123, La Jarocha Rest Corp, 297, -74.135842, 40.634018, Port Richmond Avenue, 10302, Staten, Other
50013127, Hot Sichuan, 130, -74.0032228, 40.74352150000001, 9 Avenue, 10011, Manhattan, Chinese
50013128, Bosie Bakery, 2132, -73.94040799999999, 40.792903, 2 Avenue, 10029, Manhattan, Bakery
50013137, Club House Sports Bar And Lounge, 17, -73.9005296, 40.6761727, Williams Avenue, 11207, Brooklyn, American
50013142, Al'S Deli, 458, -73.99049099999999, 40.7516, 7 Avenue, 10001, Manhattan, Delicatessen
50013144, Centerplate-Employee Cafeteria-Jacob K Javits Convention Center, 655, -74.00253959999999, 40.7579403, West   34 Street, 10001, Manhattan, Other
50013145, Center Plate- Concourse Cafe-Jacob K Javits Convention Center, 655, -74.00253959999999, 40.7579403, West   34 Street, 10001, Manhattan, Caf\u00e9/Coffee/Tea
50013172, F & B Foods Llc, 263, -73.89993299999999, 40.9016329, West  254 Street, 10471, Bronx, Other
50013173, Great Hong Kong Inc, 1703, -73.945642, 40.792658, Lexington Avenue, 10029, Manhattan, Chinese
50013179, Red And Gold Crab Shack, 30, -73.9885815, 40.7286769, Saint Marks Place, 10003, Manhattan, Seafood
50013181, El Famoso Restaurant, 174, -74.1663215, 40.6357107, South Avenue, 10303, Staten, Spanish
50013182, Subway, 1752, -73.9409728, 40.8031606, Park Avenue, 10035, Manhattan, Sandwiches
50013184, Liang Pi Wang, 133-35, -73.8330519, 40.7587756, Roosevelt Avenue, 11354, Queens, Chinese
50013185, Bella Roma Pizza, 405, -73.962482, 40.758374, East   57 Street, 10022, Manhattan, Pizza/Italian
50013189, Piatsa Kalamaki, 158, -73.9734254, 40.7527279, East   45 Street, 10017, Manhattan, Mediterranean
50013190, Big Smoke Burger, 70, -73.99967699999999, 40.73912, 7 Avenue, 10011, Manhattan, American
50013202, Cosinita, 730, -73.8662492, 40.8593656, Astor Avenue, 10467, Bronx, Mexican
50013203, Crepe 'N' Tearia, 177-07, -73.79052759999999, 40.7262136, Union Turnpike, 11366, Queens, French
50013204, Stormy The Real Shake, 1295, -73.91977820000001, 40.8380163, Jerome Avenue, 10452, Bronx, Juice
50013219, Neighborhood Pizza, 4, -73.83069499999999, 40.6602124, Coleman Square, 11414, Queens, Pizza
50013220, 1St Stop, 124, -73.99469479999999, 40.7168935, Hester Street, 10002, Manhattan, Chinese
50013222, Donut Shop, 126, -73.9484606, 40.7243559, Nassau Avenue, 11222, Brooklyn, Other
50013223, Brooklyn Crust, 128, -73.96277409999999, 40.7150829, Grand Street, 11249, Brooklyn, Pizza
50013226, Yonekichi, 238A, -73.98789909999999, 40.7292983, East    9 Street, 10003, Manhattan, Japanese
50013228, Have It At My Place, 1150, -73.95079700000001, 40.659481, Nostrand Avenue, 11225, Brooklyn, Other
50013230, Shorty'S, 1678, -73.948295, 40.777838, 1 Avenue, 10128, Manhattan, American
50013238, Space Billard, 34, -73.9872855, 40.7477239, West 32 Street, 10001, Manhattan, Korean
50013240, Subway, 6390, -74.2159118, 40.5222021, Amboy Rd, 10309, Staten, Sandwiches/Salads/Mixed
50013241, Khao Sarn, 311, -73.9618969, 40.7133185, Bedford Avenue, 11211, Brooklyn, Thai
50013242, Planet Orchard Beach, 1, -73.802249, 40.8569937, Rodmans Nck, 10464, Bronx, American
50013250, Dunkin Donuts, 770, -73.88884100000001, 40.843998, East Tremont Avenue, 10460, Bronx, Donuts
50013258, Joe'S Pizza And Pasta Restaurant, 95-08, -73.8500014, 40.6941235, Jamaica Avenue, 11421, Queens, Pizza
50013274, Hudson/Dunkin Donuts/Basking Robins, , -73.77813909999999, 40.6413111, Jfk International Airport, 11430, Queens, American
50013284, Soho Room, 203, -74.003407, 40.72543340000001, Spring St, 10012, Manhattan, American
50013286, Sparta Restaurant Group Llc, 271-02, -73.7025864, 40.7517111, Union Turnpike, 11040, Queens, Other
50013293, Limani 51 Llc, 630, -73.9773439, 40.7590054, 5 Avenue, 10111, Manhattan, Mediterranean
50013297, New Jagalchi Sushi., 35-02, -73.8110609, 40.7659018, 154 Street, 11354, Queens, Japanese
50013304, Jars By Dani, 540, -92.72969499999999, 41.7461469, 6 Avenue, 10011, Manhattan, Nuts/Confectionary
50013306, Greenpoint Deli, 31-24, -73.93705969999999, 40.7345147, Greenpoint Avenue, 11101, Queens, American
50013317, Bubble Tea, 5411, -74.0083095, 40.6398814, 7 Avenue, 11220, Brooklyn, Juice
50013322, El Coco, 197, -73.99608959999999, 40.7430356, 7Th Ave, 10011, Manhattan, Mexican
50013326, Basil Brick Oven, 28-17, -73.92006959999999, 40.77081159999999, Astoria Boulevard, 11102, Queens, Pizza/Italian
50013327, New Pop'S Restaurant, 85-22, -73.85817, 40.6923672, Jamaica Avenue, 11421, Queens, Greek
50013333, Cinnabon, 200, -73.8289779, 40.8665658, Baychester Avenue, 10475, Bronx, Bakery
50013349, Subway, 163, -73.9701338, 40.7573807, East   52 Street, 10022, Manhattan, Sandwiches
50013363, Dante'S, 4513, -73.9015673, 40.8906248, Manhattan College Pkwy, 10471, Bronx, American
50013366, 55 Deli & Grill Inc, 5423, -74.0130228, 40.642316, 5 Avenue, 11220, Brooklyn, Other
50013370, New Happy Wok, 119-03, -73.79137, 40.6791873, Sutphin Boulevard, 11434, Queens, Chinese
50013372, Pakistan Tea House, 176, -74.0076428, 40.7157261, Church Street, 10013, Manhattan, Pakistani
50013373, Khushboo Indian Restaurant, 6, -73.98380399999999, 40.72102599999999, Clinton Street, 10002, Manhattan, Indian
50013377, A.W.O.L. All Walks Of Life, 336, -73.9440879, 40.7142689, Graham Ave, 11211, Brooklyn, American
50013379, Freddy'S Soul Caribbean Restaurant Corp, 1980, -73.951363, 40.805506, Adam Clayton Powell Jr Boulevard, 10026, Manhattan, Caribbean
50013380, Fatih Kerem Corp, 84, -73.9922909, 40.71614090000001, Hester Street, 10002, Manhattan, Pizza
50013395, Ria Bella, 1049, -73.955307, 40.734657, Manhattan Avenue, 11222, Brooklyn, Other
50013396, Mountain, 903, -73.958871, 40.6677696, Franklin Avenue, 11225, Brooklyn, Other
50013398, Marta, 29, -73.98461759999999, 40.7445242, East   29 Street, 10016, Manhattan, Italian
50013399, Julia'S Beer And Wine Bar Llc, 818, -73.9031305, 40.7033619, Woodward Avenue, 11385, Queens, Not
50013400, Cleopatra Cafe, 25-62, -73.91314600000001, 40.76654800000001, Steinway Street, 11103, Queens, Bottled
50013401, Sachi Asian Bistro, 713, -73.9741571, 40.7476788, 2 Avenue, 10016, Manhattan, Asian
50013405, Wah Yong Kitchen, 112, -73.92478849999999, 40.8382075, West  168 Street, 10452, Bronx, Chinese
50013407, Mei Ya Kitchen, 858, -73.92493759999999, 40.8274727, Gerard Avenue, 10451, Bronx, Chinese
50013411, Veronica'S, 29, -73.98461759999999, 40.7445242, East 29 Street, 10016, Manhattan, Other
50013414, King Noodle, 20-02, -73.79417880000001, 40.7795949, Utopia Parkway, 11357, Queens, Chinese
50013415, Ola Caffe, 31-46, -73.936289, 40.734715, Greenpoint Avenue, 11101, Queens, Delicatessen
50013416, Gong Cha, 75, -73.9855996, 40.7522725, West   38 Street, 10018, Manhattan, Juice
50013417, Bread Brothers Iii, 912, -73.95398399999999, 40.730613, Manhattan Avenue, 11222, Brooklyn, Bagels/Pretzels
50013420, Red Mango, 42-23, -73.76993039999999, 40.7620398, Bell Boulevard, 11361, Queens, Ice
50013421, Celia'S Restaurants, 138, -73.9071993, 40.8626594, West Fordham Road, 10468, Bronx, Other
50013430, Magic Tea House, 135-03, -73.8318649, 40.759222, Roosevelt Avenue, 11354, Queens, Caf\u00e9/Coffee/Tea
50013432, Cuatomate, 38-07, -73.91929600000002, 40.759365, Broadway, 11103, Queens, Mexican
50013433, Balvanera, 152, -73.9853832, 40.7206224, Stanton Street, 10002, Manhattan, Spanish
50013436, La Colombe, 75, -74.0072253, 40.7265691, Vandam Street, 10013, Manhattan, Caf\u00e9/Coffee/Tea
50013445, Beautiful Paradise Restaurant Corp, 2362, -73.9024919, 40.8603, Jerome Avenue, 10468, Bronx, Other
50013447, Domino'S Pizza, 205, -73.9891044, 40.7227167, Allen Street, 10002, Manhattan, American
50013448, Medallo Restaurant Lounge Corp, 95-20, -73.8733919, 40.7624551, Astoria Boulevard, 11369, Queens, Other
50013450, Cafe Sahara, 4026, -73.9156849, 40.8694283, 10 Avenue, 10034, Manhattan, Spanish
50013454, Domino'S Pizza, 16A, -73.99748509999999, 40.7326239, West    8 Street, 10011, Manhattan, Pizza
50013460, Plowshares Coffee, 2730, -73.96753199999999, 40.80012, Broadway, 10025, Manhattan, Caf\u00e9/Coffee/Tea
50013463, Pretzel Maker, 200, -73.8289779, 40.8665658, Baychester Avenue, 10475, Bronx, Bagels/Pretzels
50013464, Hero Express & Grocery, 64-02, -73.892286, 40.700743, Myrtle Avenue, 11385, Queens, American
50013468, Kreyol Flavor, 2816, -73.95081069999999, 40.6505451, Church Avenue, 11226, Brooklyn, Caribbean
50013471, Redstone Cafe, 142, -73.9804876, 40.7778157, W 72Nd St, 10023, Manhattan, Sandwiches/Salads/Mixed
50013473, Red Lobster, 2090, -73.8270977, 40.8690256, Bartow Avenue, 10475, Bronx, Seafood
50013496, Tasty Fried Chicken, 134-19, -73.812084, 40.691832, Liberty Avenue, 11419, Queens, American
50013497, Kalamaki Gr, 29-06, -73.7934781, 40.7701871, 172 Street, 11358, Queens, Greek
50013507, Ivory D O S  Inc, 201, -73.9396354, 40.8220958, West  145 Street, 10039, Manhattan, Other
50013511, Sean Cunningham, 53, -74.008363, 40.740733, Little West   12 Street, 10014, Manhattan, Other
50013521, E E Bakery Inc., 7212, -73.9904789, 40.61243899999999, 20 Avenue, 11204, Brooklyn, Bakery
50013522, Brewklyn Grind Coffee, 557, -73.96193000000001, 40.694121, Myrtle Avenue, 11205, Brooklyn, Caf\u00e9/Coffee/Tea
50013525, Yorganic, 87, -74.0144863, 40.7078788, Washington Street, 10006, Manhattan, American
50013528, Carvel 914, 7517, -74.027686, 40.630923, 3 Avenue, 11209, Brooklyn, American
50013536, Pontential Vegetal (Pv Herbs & Vitamins), 1358, -73.952496, 40.63703, Flatbush Avenue, 11210, Brooklyn, Juice
50013538, Pinkberry, 41, -73.9959287, 40.7219678, Spring Street, 10012, Manhattan, Ice
50013543, Las Tapas, 808, -73.9373725, 40.855113, West 187 Street, 10033, Manhattan, Spanish
50013547, Jing Wah Chinese Restaurant, 87-20, -73.8506474, 40.6796404, Liberty Avenue, 11417, Queens, Chinese
50013555, Grill On The Hill, 1624, -73.95013999999999, 40.82229299999999, Amsterdam Avenue, 10031, Manhattan, American
50013558, Rowe Studios Lounge, 410, -73.9934141, 40.75837629999999, West   42 Street, 10036, Manhattan, American
50013561, 414 Hotel, 414, -73.991793, 40.7612125, West   46 Street, 10036, Manhattan, Other
50013562, China Thai, 867, -73.9586027, 40.6509874, Flatbush Avenue, 11226, Brooklyn, Chinese
50013567, Andy'S Cafe, 23-39, -73.92283499999999, 40.77155399999999, Astoria Boulevard, 11102, Queens, Pizza
50013569, Gfc, 941, -73.8881646, 40.6554442, Pennsylvania Avenue, 11207, Brooklyn, American
50013579, Thai Basil, 3682B, -73.940978, 40.5942756, Nostrand Ave, 11229, Brooklyn, Thai
